,FullStreetAddress,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,CountyTax,DaysOnMarket,Fireplaces,Heating,HOA,HotWater,ImprovementAssessmentAmount,InteriorFeatures,LandAssessmentAmount,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
1547,22 S. OLD GLEBE RD #102-D,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator",2016.0,No,1.0,1,0,2,ARLINGTON,2017-07-24,232000.0,2017-06-09,2430.33,32,0,Forced Air,True,Natural Gas,217300.0,Floor Plan-Traditional,31200.0,1,2017-05-04,239999.0,239999.0,Excl. Right,-77.09901973699999,AR9936913,245000.0,Condo,"Free, Permit Required",All Days,S. OLD GLEBE,22.0,Traditional,24-012-024,248500,1,868,2462.62,1,Garden 1-4 Floors,1942,,22204
1548,1300 ARMY NAVY DR #409,"Cooktop, Dishwasher, Disposal, Icemaker, Microwave, Oven - Wall, Refrigerator",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-20,480000.0,2017-05-13,4323.74,9,0,Forced Air,False,Natural Gas,392000.0,Floor Plan-Open,50100.0,1,2017-05-05,485000.0,485000.0,Excl. Right,-77.066723558,AR9932062,485000.0,Condo,"Garage, Covered Parking",All Days,ARMY NAVY,1300.0,Colonial,35-006-391,442100,0,1253,4381.18,1,Hi-Rise 9+ Floors,1965,2023.0,22202
1549,1300 ARMY NAVY DR #410,"Dishwasher, Disposal, Microwave, Stove, Refrigerator",2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-09,215000.0,2017-05-10,2118.35,5,0,Forced Air,False,Natural Gas,190000.0,Floor Plan-Open,26600.0,1,2017-05-05,209000.0,209000.0,Excl. Right,-77.066626999,AR9932075,209000.0,Condo,"Garage, Covered Parking",All Days,ARMY NAVY,1300.0,Colonial,35-006-392,216600,0,664,2146.48,1,Hi-Rise 9+ Floors,1965,2023.0,22202
1550,5501 36TH ST N,"Disposal, Dishwasher, Microwave, Oven - Double, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Washer, Dryer",2016.0,No,4.5,4,1,5,ARLINGTON,2017-08-18,1650000.0,2017-06-13,15214.75,40,1,Forced Air,False,Natural Gas,999900.0,"Floor Plan-Traditional, Floor Plan-Open",555800.0,3,2017-05-01,1699000.0,1699000.0,Excl. Right,-77.15114,AR9932099,1699000.0,Fee Simple,Garage,,36TH,5501.0,Colonial,02-083-020,1555700,1,7096,15416.98,2,Detached,2009,1389.0,22207
1551,6252 LEE HWY,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,2.5,2,1,4,ARLINGTON,2017-08-10,824000.0,2017-06-24,8400.04,46,1,Radiator,False,Natural Gas,335100.0,Floor Plan-Traditional,523800.0,4,2017-05-09,824900.0,824900.0,Excl. Right,-77.15231743300001,AR9932147,854900.0,Fee Simple,"Garage, Drvwy/Off Str, DW - Circular",All Days,LEE,6252.0,Colonial,11-002-003,858900,1,0,8511.68,3,Detached,1930,2012.0,22205
1552,5417 4TH ST S,,2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-07-05,699900.0,2017-05-23,5221.54,4,2,"Hot Water, Baseboard",False,Natural Gas,133900.0,,400000.0,2,2017-05-18,699900.0,699900.0,Excl. Right,-77.1214,AR9932421,699900.0,Fee Simple,Drvwy/Off Str,,4TH,5417.0,Traditional,21-026-013,533900,0,0,5290.94,1,Detached,1957,1123.0,22204
1553,3600 GLEBE RD S #317W,"Microwave, Refrigerator, Icemaker, Washer / Dryer - Stacked, Dishwasher, Disposal, Exhaust Fan",,No,2.0,2,0,2,ARLINGTON,2017-09-08,505000.0,2017-08-15,,57,1,Forced Air,False,Natural Gas,,Floor Plan-Open,,1,2017-05-04,510000.0,510000.0,Excl. Right,-77.05167,AR9932245,520000.0,Condo,"Garage, Assigned, Prk Space Cnvys",All Days,GLEBE,3600.0,Traditional,34-027-128,0,0,1164,,2,Hi-Rise 9+ Floors,2006,2365.0,22202
1554,2200 WESTMORELAND ST #511,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-20,395000.0,2017-05-11,3654.79,8,0,Forced Air,False,Natural Gas,335200.0,Floor Plan-Open,38500.0,1,2017-05-03,399990.0,399990.0,Modified/Excl,-77.16265,AR9934656,399990.0,Condo,Garage,All Days,WESTMORELAND,2200.0,Contemporary,11-011-141,373700,0,855,3703.36,1,Hi-Rise 9+ Floors,2006,1052.0,22213
1555,4607 38TH ST N,"Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Washer",,No,6.5,6,1,6,ARLINGTON,2017-08-25,2310000.0,2017-06-26,,55,3,"Zoned, Heat Pump(s)",False,Natural Gas,,"Floor Plan-Open, Floor Plan-Traditional",,3,2017-05-04,2400000.0,2400000.0,Excl. Right,-77.13198,AR9936194,2400000.0,Fee Simple,"Drvwy/Off Str, Garage, Street",,38TH,4607.0,Arts & Crafts,03-073-026,0,1,7000,,1,Detached,2008,4330.0,22207
1556,4858 10TH ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Electric, Washer, Refrigerator",2016.0,No,2.5,2,1,2,ARLINGTON,2017-07-07,443500.0,2017-06-09,4262.12,36,1,Forced Air,True,Natural Gas,170800.0,Floor Plan-Open,265000.0,3,2017-05-05,449997.0,449997.0,Excl. Right,-77.11069,AR9938086,474997.0,Fee Simple,Garage,All Days,10TH,4858.0,Colonial,28-030-081,435800,1,1500,4318.76,3,Townhouse,1990,3287.0,22204
1557,4831 27TH RD S,"Dishwasher, Disposal, Dryer, Washer, Refrigerator, Stove",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-07-31,380400.0,2017-06-30,3930.58,54,0,Forced Air,False,Electric,357600.0,Floor Plan-Traditional,44300.0,3,2017-05-04,419000.0,419000.0,Modified/Excl,-77.10139000000002,AR9933468,440000.0,Condo,Gen Comm Elem,All Days,27TH,4831.0,Colonial,29-005-497,401900,1,1383,3982.82,1,Townhouse,1944,1301.0,22206
1558,4768 21ST RD N,"Microwave, Dryer, Washer, Dishwasher, Disposal, Refrigerator, Oven / Range - Gas",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-12,545000.0,2017-05-22,4755.04,5,0,Forced Air,False,Natural Gas,111200.0,Floor Plan-Traditional,375000.0,3,2017-05-17,524000.0,524000.0,Excl. Right,-77.12366999999998,AR9933735,524000.0,Fee Simple,Street,All Days,21ST,4768.0,Cottage,07-007-032,486200,1,1296,4818.22,1,Townhouse,1937,2208.0,22207
1559,4343 LEE HWY #701,"Cooktop, Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator, Range Hood",,No,1.5,1,1,2,ARLINGTON,2017-08-15,290000.0,2017-07-16,,66,0,"Forced Air, Programmable Thermostat",True,Electric,,Floor Plan-Traditional,,0,2017-05-01,290000.0,290000.0,Excl. Agency,-77.114830151,AR9932718,310000.0,Condo,Assigned,All Days,LEE,4343.0,Contemporary,06-001-066,0,0,916,,1,Mid-Rise 5-8 Floors,1963,3243.0,22207
1560,5010 7TH RD S #T1,"Dishwasher, Disposal, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-23,278000.0,2017-05-17,2446.96,13,0,"Forced Air, Central",True,Natural Gas,207800.0,Floor Plan-Traditional,42400.0,1,2017-05-05,289000.0,289000.0,Excl. Right,-77.1167,AR9932777,285000.0,Condo,"Drvwy/Off Str, Paved Driveway, Permit Required, Street",All Days,7TH,5010.0,Traditional,22-001-576,250200,1,1211,2479.46,1,Garden 1-4 Floors,1969,2528.0,22204
1561,4089 FOUR MILE RUN DR #203,"Dishwasher, Dryer, Refrigerator, Stove, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-20,395000.0,2017-05-20,3628.38,15,0,Forced Air,False,Electric,325600.0,"Floor Plan-Traditional, Floor Plan-Open",45400.0,1,2017-05-05,395000.0,395000.0,Excl. Right,-77.096730244,AR9938242,395000.0,Condo,"Unassigned, Drvwy/Off Str",All Days,FOUR MILE RUN,4089.0,Colonial,27-007-437,371000,0,1135,3676.6,2,Garden 1-4 Floors,1966,5633.0,22204
1562,2908 EDISON ST N,"Cooktop, Dishwasher, Disposal, Dryer - Front Loading, Icemaker, Instant Hot Water, Microwave, Oven - Double, Refrigerator, Washer - Front Loading, Water Heater",2017.0,Yes,5.5,5,1,5,ARLINGTON,2017-06-30,1680000.0,2017-05-18,13618.65,14,1,"Zoned, Forced Air, Heat Pump(s)",False,"60 or More Gallon Tank, Natural Gas",949600.0,Floor Plan-Open,529000.0,3,2017-05-04,1739000.0,1739000.0,Excl. Right,-77.13755198300001,AR9936980,1739000.0,Fee Simple,Garage,All Days,EDISON,2908.0,Craftsman,02-041-008,1478600,1,6068,13799.66,2,Detached,2003,1805.0,22207
1563,1881 NASH ST #1009,"Cooktop, Dishwasher, Dryer - Front Loading, Exhaust Fan, Icemaker, Oven - Wall, Stove, Refrigerator, Washer - Front Loading, Water Heater",2016.0,No,2.0,2,0,2,ARLINGTON,2017-05-19,1135000.0,2017-05-08,10650.42,7,0,Central,False,Electric,1015100.0,Floor Plan-Open,73900.0,1,2017-05-01,1175000.0,1175000.0,Excl. Right,-77.07336,AR9932814,1175000.0,Condo,"Assigned, Attendant, Garage",,NASH,1881.0,Contemporary,16-022-109,1089000,1,1642,11641.4,1,Hi-Rise 9+ Floors,2009,1567.0,22209
1564,4501 ARLINGTON BLVD #406,Oven / Range - Gas,2016.0,No,1.0,1,0,2,ARLINGTON,2017-07-28,235000.0,2017-06-25,2512.48,55,0,Wall Unit,False,Natural Gas,219000.0,Floor Plan-Traditional,37900.0,1,2017-05-02,239000.0,239000.0,Excl. Right,-77.10876,AR9933523,259000.0,Condo,Surface,,ARLINGTON,4501.0,Colonial,20-026-108,256900,1,1083,2545.86,1,Mid-Rise 5-8 Floors,1965,2740.0,22203
1565,1045 UTAH ST #703,"Disposal, Dishwasher, Dryer, Dryer - Front Loading, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked, Stove",2016.0,No,1.0,1,0,1,ARLINGTON,2017-08-11,359900.0,2017-07-17,3457.23,55,0,Heat Pump(s),False,Natural Gas,328000.0,Floor Plan-Open,25500.0,1,2017-05-23,359900.0,359900.0,Excl. Right,-77.11355999999998,AR9956228,380000.0,Condo,"Garage, Assigned, Basement Garage, Covered Parking, Prk Space Cnvys, Underground, Attached, Garage Door Opener",All Days,UTAH,1045.0,Contemporary,14-020-199,353500,1,638,3503.16,1,Mid-Rise 5-8 Floors,1994,,22201
1566,1029 STUART ST N #212,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Refrigerator, Washer",2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-15,365000.0,2017-05-11,3200.02,7,0,Heat Pump(s),False,Electric,298600.0,Floor Plan-Open,28600.0,1,2017-05-04,365000.0,365000.0,Excl. Right,-77.11166,AR9936533,365000.0,Condo,"Assigned, Garage",All Days,STUART,1029.0,Traditional,14-024-100,327200,1,716,3242.52,1,Mid-Rise 5-8 Floors,1985,4752.0,22201
1567,3600 GLEBE RD S #1119W,"Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator, Washer - Front Loading, Washer / Dryer - Stacked",2016.0,No,2.5,2,1,3,ARLINGTON,2017-07-05,790000.0,2017-05-25,7045.51,23,0,"Forced Air, Central",True,Natural Gas,618600.0,Floor Plan-Open,101800.0,1,2017-05-02,799000.0,799000.0,Excl. Right,-77.051830933,AR9933712,824900.0,Condo,"Garage, Prk Space Cnvys, Under Home Parking",All Days,GLEBE,3600.0,Contemporary,34-027-316,720400,0,1697,7139.14,1,Hi-Rise 9+ Floors,2006,,22202
1568,3346 WAKEFIELD ST #A2,"Dryer, Dishwasher, Microwave, Oven - Single, Refrigerator, Washer, Water Heater",2016.0,No,2.0,2,0,2,ARLINGTON,2017-09-18,387500.0,2017-08-02,3440.6,42,0,Forced Air,False,Electric,316000.0,Floor Plan-Open,35800.0,2,2017-05-05,390000.0,390000.0,Excl. Right,-77.09059,AR9933384,390000.0,Condo,Assigned,All Days,WAKEFIELD,3346.0,Colonial,30-003-061,351800,1,1490,3486.32,1,Garden 1-4 Floors,1940,1726.0,22206
1569,3732 NELSON ST,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator, Water Heater, Dryer, Icemaker, Washer, Water Conditioner",2016.0,Yes,3.0,3,0,4,ARLINGTON,2017-06-09,975000.0,2017-05-14,7614.71,12,2,Forced Air,False,Natural Gas,225700.0,Floor Plan-Traditional,552900.0,2,2017-05-03,1000000.0,1000000.0,Excl. Right,-77.11949,AR9934945,1000000.0,Fee Simple,"Carport, Drvwy/Off Str, Street",All Days,NELSON,3732.0,Rambler,04-035-011,778600,0,3212,7715.9,2,Detached,1954,4836.0,22207
1570,905 ROLFE ST S #B,"Dryer, Disposal, Dishwasher, Washer, Refrigerator",2016.0,No,2.5,2,1,2,ARLINGTON,2017-06-23,439000.0,2017-05-21,3783.88,9,1,Central,False,Electric,337900.0,Floor Plan-Open,49000.0,2,2017-05-03,439900.0,439900.0,Excl. Right,-77.07599,AR9934720,439900.0,Condo,Assigned,,ROLFE,905.0,Traditional,25-021-107,386900,1,1224,3834.16,1,Townhouse,1979,,22204
1571,1300 CRYSTAL DR #602S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Washer, Stove",2016.0,No,2.5,2,1,3,ARLINGTON,2017-08-31,800000.0,2017-06-26,7489.52,56,0,Heat Pump(s),True,Natural Gas,682200.0,Floor Plan-Open,83600.0,1,2017-05-02,819000.0,819000.0,Excl. Right,-77.04928000000002,AR9933617,819000.0,Condo,Garage,All Days,CRYSTAL,1300.0,Contemporary,34-024-132,765800,0,2089,7589.06,1,Hi-Rise 9+ Floors,1981,3236.0,22202
1572,921 DANVILLE ST N,"Cooktop, Dishwasher, Disposal, Exhaust Fan, Icemaker, Microwave, Oven - Wall, Range Hood, Refrigerator, Water Heater, Washer, Dryer, Humidifier",2016.0,No,2.5,2,1,3,ARLINGTON,2017-05-31,955000.0,2017-05-06,7818.13,4,1,Forced Air,False,"Natural Gas, 60 or More Gallon Tank",219400.0,Floor Plan-Open,580000.0,3,2017-05-03,899900.0,899900.0,Modified/Excl,-77.08955999999998,AR9934623,899900.0,Fee Simple,Drvwy/Off Str,,DANVILLE,921.0,Dutch Colonial,18-034-028,799400,1,0,7922.04,2,Detached,1978,1921.0,22201
1573,805 IVY ST,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-06-05,775000.0,2017-05-07,5989.27,0,1,Radiator,False,Natural Gas,211400.0,,401000.0,3,2017-05-07,775000.0,775000.0,Excl. Right,-77.09118000000002,AR9968089,775000.0,Fee Simple,Drvwy/Off Str,,IVY,805.0,Colonial,25-010-061,612400,0,0,6068.86,1,Detached,1940,2432.0,22204
1574,3523S WAKEFIELD ST,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Electric, Refrigerator, Icemaker, Washer - Front Loading, Stove",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-06-08,469900.0,2017-05-10,4048.92,7,0,Forced Air,True,Electric,366000.0,Floor Plan-Traditional,48000.0,3,2017-05-03,469900.0,469900.0,Excl. Right,-77.09276,AR9934820,469900.0,Condo,Assigned,All Days,WAKEFIELD,3523.0,Colonial,30-013-155,414000,1,1500,4102.74,2,Townhouse,1940,1707.0,22206
1575,4825 17TH ST N,"Dishwasher, Disposal, Dryer, Microwave, Oven - Single, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,3.0,3,0,3,ARLINGTON,2017-06-28,960500.0,2017-05-12,8346.25,8,2,Forced Air,False,Natural Gas,284100.0,Floor Plan-Traditional,569300.0,3,2017-05-04,894000.0,894000.0,Excl. Right,-77.12418000000002,AR9936098,894000.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,17TH,4825.0,Cape Cod,07-006-229,853400,1,2785,8457.18,1,Detached,1939,2051.0,22207
1576,888 QUINCY ST #201,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Electric, Refrigerator, Washer, Water Heater",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-19,645000.0,2017-05-16,6103.7,12,0,Heat Pump(s),False,Electric,565000.0,Floor Plan-Open,59100.0,1,2017-05-04,649900.0,649900.0,Excl. Right,-77.10797,AR9935958,649900.0,Condo,"Garage, Underground",All Days,QUINCY,888.0,Contemporary,14-044-025,624100,0,1183,6184.8,2,Hi-Rise 9+ Floors,2008,2071.0,22203
1577,1124 FREDERICK ST S,"Dishwasher, Disposal, Refrigerator, Icemaker, Microwave, Oven / Range - Gas, Range Hood, Water Heater - High-Efficiency",2016.0,Yes,5.5,5,1,5,ARLINGTON,2017-08-18,1108000.0,2017-07-30,4231.81,87,1,Forced Air,False,Natural Gas,73700.0,Floor Plan-Open,359000.0,3,2017-05-05,1128000.0,1128000.0,Excl. Right,-77.11438000000003,AR9937584,1174900.0,Fee Simple,"Garage, Drvwy/Off Str, Faces Front, Attached, Garage Door Opener",All Days,FREDERICK,1124.0,Colonial,28-004-049,432700,0,5100,4288.04,2,Detached,2017,3342.0,22204
1578,4624D 28TH RD S #D,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Exhaust Fan, Oven - Self Cleaning, Oven / Range - Electric, Range Hood, Refrigerator, Washer, Washer / Dryer - Stacked, Washer - Front Loading",2016.0,No,1.0,1,0,2,ARLINGTON,2017-07-10,315000.0,2017-06-07,2744.27,27,1,Forced Air,False,Electric,239000.0,Floor Plan-Traditional,41600.0,2,2017-05-12,314900.0,314900.0,Excl. Right,-77.09916,AR9934025,314900.0,Condo,"Permit Required, Gen Comm Elem, Street",All Days,28TH,4624.0,Traditional,29-003-466,280600,1,800,2780.72,2,Garden 1-4 Floors,1950,1129.0,22206
1579,2414 GEORGE MASON DR N,"Washer, Dryer, Dishwasher, Disposal, Microwave, Refrigerator, Freezer",,Yes,2.0,2,0,4,ARLINGTON,2017-07-17,757277.0,2017-05-16,,6,2,Forced Air,False,Natural Gas,,Floor Plan-Traditional,,3,2017-05-10,699000.0,699000.0,Excl. Right,-77.133896553,AR9942941,699000.0,Fee Simple,"Garage, Drvwy/Off Str",,GEORGE MASON,2414.0,Cape Cod,02-078-010,0,1,0,,1,Detached,1941,1755.0,22207
1580,1020 HIGHLAND ST #522,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-07-25,622500.0,2017-06-26,5960.91,54,0,Forced Air,False,Electric,570300.0,Floor Plan-Open,39200.0,1,2017-05-04,634500.0,634500.0,Excl. Right,-77.0948,AR9936032,649500.0,Condo,Garage,All Days,HIGHLAND,1020.0,Contemporary,19-006-080,609500,0,1120,6040.12,1,Mid-Rise 5-8 Floors,2007,2181.0,22201
1581,2901C WOODLEY ST S #3,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Electric, Refrigerator, Washer - Front Loading, Water Heater",2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-29,305000.0,2017-05-17,2785.34,10,1,Heat Pump(s),False,Electric,254900.0,Floor Plan-Open,29900.0,1,2017-05-03,310000.0,310000.0,Excl. Right,-77.096412146,AR9935154,310000.0,Condo,"Permit Required, Unassigned",All Days,WOODLEY,2901.0,Traditional,29-003-155,284800,1,748,2822.36,1,Garden 1-4 Floors,1983,,22206
1582,5353 COLUMBIA PIKE #602,"Disposal, Dishwasher, Stove, Icemaker, Refrigerator",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-23,249000.0,2017-05-11,1943.29,10,0,"Wall Unit, Zoned, Programmable Thermostat",False,Natural Gas,156900.0,Floor Plan-Traditional,41800.0,1,2017-05-05,249000.0,249000.0,Excl. Agency,-77.116484966,AR9937561,249000.0,Condo,Unassigned,All Days,COLUMBIA,5353.0,Traditional,22-014-107,198700,1,1044,1969.1,3,Mid-Rise 5-8 Floors,1964,3153.0,22204
1583,5714 9TH RD N,"Disposal, Dryer, Dishwasher, Icemaker, Microwave, Oven - Wall, Refrigerator, Cooktop",2016.0,Yes,3.0,3,0,3,ARLINGTON,2017-09-21,770000.0,2017-07-24,6645.51,76,1,Forced Air,False,Natural Gas,174800.0,Floor Plan-Traditional,504700.0,3,2017-05-03,775000.0,775000.0,Excl. Right,-77.13311999999998,AR9935430,800000.0,Fee Simple,Drvwy/Off Str,,9TH,5714.0,Cape Cod,13-008-003,679500,0,2736,6733.82,1,Detached,1950,1308.0,22205
1584,2801 LEE HWY #401,"Dishwasher, Disposal, Dryer, Microwave, Range Hood, Oven / Range - Gas, Refrigerator, Washer, Icemaker, Oven - Wall",2016.0,No,2.0,2,0,2,ARLINGTON,2017-10-26,762450.0,2017-10-04,6682.67,153,1,Forced Air,False,Electric,620300.0,Floor Plan-Open,63000.0,1,2017-05-04,769900.0,769900.0,Excl. Right,-77.094,AR9936042,774900.0,Condo,Garage,All Days,LEE,2801.0,Contemporary,15-007-687,683300,0,1400,6771.48,1,Garden 1-4 Floors,2006,4071.0,22201
1585,1303 WALTER REED DR #3302,"Washer - Front Loading, Stove, Refrigerator, Microwave, Icemaker, ENERGY STAR Clothes Washer, Disposal",2016.0,No,1.0,1,0,2,ARLINGTON,2017-06-26,300000.0,2017-05-25,,18,1,"Central, Heat Pump(s)",False,Natural Gas,258600.0,Floor Plan-Open,34100.0,1,2017-05-06,300000.0,300000.0,Excl. Right,-77.08703058399999,AR9933944,300000.0,Condo,Drvwy/Off Str,All Days,WALTER REED,1303.0,Colonial,32-015-044,292700,0,974,2900.64,1,Garden 1-4 Floors,1948,,22204
1586,3721 KEMPER RD S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,1.5,1,1,3,ARLINGTON,2017-07-11,405000.0,2017-05-16,3178.5,7,0,Forced Air,False,Natural Gas,135000.0,"Floor Plan-Traditional, Floor Plan-Open, Other",190000.0,6,2017-05-09,399990.0,399990.0,Excl. Right,-77.08991642699999,AR9941855,399990.0,Fee Simple,"Unassigned, Street",All Days,KEMPER,3721.0,Traditional,31-029-027,325000,1,1260,3220.74,1,Townhouse,1945,2319.0,22206
1587,4536 34TH ST S,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,3.0,3,0,2,ARLINGTON,2017-07-31,525000.0,2017-06-23,4807.85,49,0,Heat Pump(s),True,Electric,423000.0,Floor Plan-Traditional,68600.0,3,2017-05-05,569000.0,569000.0,Excl. Right,-77.09098,AR9938053,595000.0,Condo,"Gen Comm Elem, Street",,34TH,4536.0,Traditional,30-013-216,491600,1,2145,4871.74,1,Townhouse,1940,1915.0,22206
1588,851 GLEBE RD #718,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,No,1.0,1,0,1,ARLINGTON,2017-08-04,378000.0,2017-06-26,3567.74,53,0,Forced Air,False,Natural Gas,337000.0,Floor Plan-Open,27800.0,1,2017-05-04,385000.0,385000.0,Excl. Right,-77.11431,AR9936575,399900.0,Condo,Garage,All Days,GLEBE,851.0,Colonial,14-051-697,364800,0,695,3615.16,1,Hi-Rise 9+ Floors,2003,4153.0,22203
1589,3518 8TH ST S,"Washer, Stove, Refrigerator, Oven - Single, Oven - Double, Disposal, Dryer, Dishwasher, Icemaker, Range Hood",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-06-27,730000.0,2017-05-22,5886.58,18,1,Hot Water,False,Natural Gas,162500.0,Floor Plan-Traditional,439400.0,3,2017-05-05,734900.0,734900.0,Excl. Right,-77.09489,AR9938442,734900.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,8TH,3518.0,Cape Cod,23-030-007,601900,1,3544,5964.82,1,Detached,1937,1526.0,22204
1590,1806 KEY BLVD #9479,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-06-30,290000.0,2017-05-09,2696.35,6,0,Forced Air,False,Electric,248700.0,Floor Plan-Traditional,27000.0,0,2017-05-03,290000.0,290000.0,Excl. Right,-77.08225,AR9934664,290000.0,Condo,Permit Required,,KEY,1806.0,Colonial,16-031-042,275700,0,627,2732.18,1,Garden 1-4 Floors,1940,,22201
1591,1001 RANDOLPH ST #220,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Microwave, Oven - Self Cleaning, Refrigerator, Washer, Water Heater",2016.0,No,1.0,1,0,1,ARLINGTON,2017-07-28,352000.0,2017-06-28,3285.1,49,0,Central,False,Natural Gas,310500.0,Other,25400.0,1,2017-05-09,345000.0,345000.0,Excl. Right,-77.1092,AR9941358,374500.0,Condo,Assigned,All Days,RANDOLPH,1001.0,Contemporary,14-029-045,335900,1,634,3328.76,3,Hi-Rise 9+ Floors,2005,5604.0,22201
1592,4616 16TH ST N,"Dishwasher, Disposal, Dryer, Extra Refrigerator / Freezer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,No,3.0,3,0,3,ARLINGTON,2017-06-08,799000.0,2017-05-03,,2,1,"Hot Water, Radiator",False,Natural Gas,101900.0,,588500.0,3,2017-05-03,799000.0,799000.0,Excl. Right,-77.11838,AR9934799,799000.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,16TH,4616.0,Bungalow,07-037-011,690400,0,0,6841.84,2,Detached,1934,2108.0,22207
1593,5266 19TH RD N,"Dishwasher, Oven - Wall, Refrigerator, Water Heater",2016.0,Yes,1.0,1,0,3,ARLINGTON,2017-10-20,668599.0,2017-07-31,5489.51,53,2,Forced Air,False,Natural Gas,87000.0,,474300.0,2,2017-05-24,710000.0,710000.0,Excl. Right,-77.1316,AR9934838,710000.0,Fee Simple,Drvwy/Off Str,All Days,19TH,5266.0,Rancher,09-016-034,561300,1,0,5562.46,1,Detached,1951,1910.0,22207
1594,1016 KENTUCKY ST N,,2016.0,Yes,1.0,1,0,2,ARLINGTON,2017-06-29,635000.0,2017-05-08,5940.37,5,0,Forced Air,False,Natural Gas,102400.0,Floor Plan-Traditional,505000.0,3,2017-05-03,645000.0,645000.0,Excl. Right,-77.13710999999998,AR9935042,645000.0,Fee Simple,"Garage, Drvwy/Off Str",,KENTUCKY,1016.0,Colonial,09-068-025,607400,0,0,6019.32,1,Detached,1940,2310.0,22205
1595,1744 RHODES ST #5-307,"Dishwasher, Microwave, Oven / Range - Electric, Refrigerator, Disposal",2016.0,No,1.0,1,0,2,ARLINGTON,2017-07-10,364000.0,2017-05-08,3412.24,3,0,Forced Air,False,Electric,311500.0,Floor Plan-Open,37400.0,1,2017-05-05,369900.0,369900.0,Excl. Right,-77.08151,AR9938588,369900.0,Condo,"Permit Required, Street",,RHODES,1744.0,Traditional,16-031-213,348900,1,870,3457.58,1,Garden 1-4 Floors,1940,,22201
