,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
1093,1300 ARMY NAVY DR #719,,,2016.0,No,1,1,0,1,ARLINGTON,2017-04-28,210500.0,2017-03-31,ARLINGTON,1910.03,Annually,7,68,0,False,Forced Air,False,Natural Gas,173300.0,Annually,Floor Plan-Open,22000.0,Annually,1,2017-03-24,214500.0,214500.0,Excl. Agency,-77.06726,AR9893445,214500.0,Condo,Permit Required,Residential,"Gorgeous & bright 1bed/1bath in the sought after Horizon House! Stunning updated kitchen, hardwoods and bathroom! All Utilities at the Horizon House are INCLUDED in the fee! Mins. to all the restaurants, bars & shops in Pentagon City or jump on metro to head down town! ABSOLUTELY amazing opportunity to live in Pentagon City! Closely located I-395 & more Call Alt. Agent with all questions.",,ARMY NAVY,1300.0,Contemporary,35-006-491,195300,0,0,560,1935.4,1,Hi-Rise 9+ Floors,1965,2025.0,22202
1094,6125 18TH ST N,"Attic - Access Only, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Built-in Bookcases, Countertop(s) - Granite, Crown Molding, Drapery Rods, Fireplace Glass Doors, Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Wall, Range Hood, Refrigerator, Washer",2016.0,Yes,2,2,0,3,ARLINGTON,2017-04-19,850000.0,2017-03-27,ARLINGTON,7118.86,Annually,4,4,1,False,Forced Air,False,Natural Gas,198700.0,Annually,Floor Plan-Traditional,529200.0,Annually,3,2017-03-22,845000.0,845000.0,Excl. Right,-77.14758,AR9893472,845000.0,Fee Simple,Drvwy/Off Str,Residential,"OH Sun March 26th 1-3 pm. Charming updated 3BR/2BA in picture perfect condition w/ a back yard sure to please! Renovated kit w/ 42"" cabinets, GE Monogram SS appls & granite counters. Peninsula adds to its plentiful counter space. Cozy LR w/ wood frplc. Ref hwd flrs & new paint main lvl. New carpet LL rec room. Main lvl BR w/ built-in cabs & full BA. Two BR's on upper w/ full BA. Walk to EFC Metro",All Days,18TH,6125.0,Cape Cod,11-039-023,727900,0,0,0,7213.48,2,Detached,1941,2117.0,22205
1095,2001 15TH ST N #1513,"Bedroom - Entry Level, Countertop(s) - Granite, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Closet - Master Bedroom Walk-in, Tub - Soaking, Wall to Wall Carpeting, Closet(s) - Walk-in, Wood Floors, Shades / Blinds, Vanities - Double","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Washer, Washer - Front Loading, Washer / Dryer - Stacked, Oven - Wall, Range Hood, Cooktop, Oven / Range - Electric, Oven / Range - Gas",2016.0,No,2,2,0,2,ARLINGTON,2017-05-15,700000.0,2017-04-17,ARLINGTON,7264.58,Annually,14,14,0,False,Heat Pump(s),False,Electric,693800.0,Annually,Floor Plan-Open,49000.0,Annually,1,2017-03-23,709000.0,709000.0,Excl. Right,-77.08148,AR9894344,709000.0,Condo,Garage,Residential,"Gorgeous Platinum Series home with stunning views overlooking the city. **10ft ceilings** Gourmet Kitchen w/granite and high-end finishes. Beautiful Hardwood Floors throughout! Marble Floors in Bathrooms. Underground Garage. Excellent Amenities include rooftop pool, party room, fitness & business center and concierge. Short walk to Metro!",,15TH,2001.0,Contemporary,17-012-291,742800,0,0,1088,7361.14,1,Hi-Rise 9+ Floors,2006,6401.0,22201
1096,3421 STAFFORD ST #A,"Attic - Floored, Attic - Stairs Pull Down, Attic - Walk-in, Chair Railing, Closet(s) - Walk-in, Crown Molding, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Microwave, Refrigerator, Stove, Washer, Dryer",2016.0,Yes,2,2,0,2,ARLINGTON,2017-05-22,454900.0,2017-04-19,ARLINGTON,4152.59,Annually,27,27,0,False,Forced Air,False,Electric,376600.0,Annually,Floor Plan-Open,48000.0,Annually,3,2017-03-23,454900.0,454900.0,Excl. Right,-77.086326763,AR9894949,454900.0,Condo,Assigned,Residential,"INCREDIBLY PRICED TURN-KEY 1500 SQ FT CLARENDON MODEL w/ LOVELY RENOVATIONS USED AS A 3BR! KITCHEN w/ CUSTOM CABINETS & MODERN APPLIANCES. REGAL MOLDING IN LIVING & DINING ROOMS. ENTIRE PROPERTY JUST PAINTED IN DESIRABLE COLORS. GLEAMING JUST RE-FINISHED HARDWOODS. INCREDIBLE REC RM w/ CERAMIC TILE. LARGE STUNNING PATIO OPENING TO GREEN SPACE. RARE ASSIGNED PARKING SPACE #498, LOW CONDO FEE!",All Days,STAFFORD,3421.0,Colonial,30-017-498,424600,0,0,1500,4207.76,2,Townhouse,1940,1905.0,22206
1097,1301 COURTHOUSE RD #1103,"Bedroom - Entry Level, Built-in Bookcases, Countertop(s) - Silestone, Home Warranty, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Tub - Soaking, Whirlpool Jets, Wood Floors","Dryer, Disposal, Dishwasher, Dryer - Front Loading, Exhaust Fan, Icemaker, Intercom, Oven - Self Cleaning, Oven / Range - Electric, Refrigerator, Washer, Washer - Front Loading, Microwave, Washer / Dryer - Stacked",2016.0,No,2,2,0,2,ARLINGTON,2017-05-25,460000.0,2017-04-25,ARLINGTON,4057.72,Annually,28,28,0,False,Heat Pump(s),False,Natural Gas,380300.0,Annually,Floor Plan-Open,34600.0,Annually,1,2017-03-27,486999.0,486999.0,Excl. Agency,-77.08301038,AR9897771,504000.0,Condo,"Assigned, Covered Parking, Garage",Residential,"Pls give 1 hr notice & text owner upon leaving.  Completely updated.  Hardwood floors throughout, kitchen w/granite tiled floor, s/s appliances & silestone counter tops.  Master bath w/ whirlpool jets & river rock flr; 2nd bath w/ 4 body jets shower, copper sink, stone tiled walls and floor.  Large updated balcony w/ views. 24 hr security. 2 blocks to metro. Sliding doors and windows 2 be replaced",All Days,COURTHOUSE,1301.0,Contemporary,17-016-089,414900,0,0,881,4111.64,1,Hi-Rise 9+ Floors,1983,2536.0,22201
1098,3828 DITTMAR RD,"Attic - Stairs Fixed, Countertop(s) - Granite, Elevator, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Humidifier, Microwave, Oven / Range - Gas, Six Burner Stove, Washer, Water Heater",2016.0,Yes,3,2,1,4,ARLINGTON,2017-05-08,1100000.0,2017-04-04,ARLINGTON,10394.18,Annually,6,6,1,False,"Hot Water, Heat Pump(s), Radiator, Programmable Thermostat",False,Natural Gas,428300.0,Annually,Floor Plan-Open,634500.0,Annually,3,2017-03-30,1100000.0,1100000.0,Excl. Right,-77.128295364,AR9900716,1100000.0,Fee Simple,Street,Residential,"Country Club Grove Colonial.  Open floor plan. Handicapped  accessible.  Elevator to three levels.  Lower level office suite or living quarters.  Screened porch.  World class school pyramid.  One light to DC. W/D and original double hung windows convey ""AS IS"". Architectural and engineering plans available.  11/15 appraised at $1,150,000. Seller is Jane J. McFarland.  Disclosures in ""Documents"".",All Days,DITTMAR,3828.0,Colonial,03-035-009,1062800,0,1,0,10532.34,2,Detached,1940,4565.0,22207
1099,4815 31ST ST S #B1,"Shades / Blinds, Closet(s) - Walk-in, Wall to Wall Carpeting","Dishwasher, Disposal, Microwave, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked",,No,1,1,0,1,ARLINGTON,2017-05-04,252000.0,2017-04-04,ARLINGTON,,,10,10,0,False,Forced Air,False,Electric,,,Floor Plan-Traditional,,,1,2017-03-25,257500.0,257500.0,Excl. Agency,-77.09698,AR9897108,257500.0,Condo,"Gen Comm Elem, Permit Required, Street, Unassigned",Residential,VACANT AND READY TO GO! VERY WELL MAINTAINED BY LONG TERM OWNER. CALL WITH QUESTIONS.,,31ST,4815.0,Colonial,29-011-126,0,0,0,767,,1,Garden 1-4 Floors,1944,1607.0,22206
1100,4162 36TH ST S,"Attic - Stairs Pull Down, Crown Molding, Vanities - Double, Countertop(s) - Granite, High Efficiency Toilet(s), Tub - Soaking, Closet(s) - Walk-in, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Dryer - Front Loading, Exhaust Fan, Icemaker, Microwave, Oven / Range - Electric, Oven - Self Cleaning, Refrigerator, Stove, Washer",2016.0,Yes,2,2,0,2,ARLINGTON,2017-04-26,469000.0,2017-03-28,ARLINGTON,4048.92,Annually,7,7,0,False,Forced Air,True,Electric,366000.0,Annually,Floor Plan-Traditional,48000.0,Annually,3,2017-03-22,469000.0,469000.0,Excl. Agency,-77.08879,AR9894134,489000.0,Condo,Assigned,Residential,"AGENTS: This is an MLS Placement Limited Service Listing. Please deal with owner(s) directly at 7038690961 or 703-835-1074 with showings, inquiries, offers and everything else till closing. Email listing agent once contract is ratified so status can be updated.",All Days,36TH,4162.0,Other,30-018-877,414000,0,0,1500,4102.74,1,Townhouse,1940,1806.0,22206
1101,136 WISE ST S,,,2016.0,No,2,2,0,3,ARLINGTON,2017-05-12,545000.0,2017-04-04,ARLINGTON,4452.83,Annually,7,7,2,False,Forced Air,True,Natural Gas,185300.0,Annually,"Floor Plan-Open, Floor Plan-Traditional",270000.0,Annually,3,2017-03-23,529000.0,529000.0,Excl. Right,-77.08435207,AR9894487,529000.0,Fee Simple,"Assigned, Street",Residential,"Wonderful end unit townhouse!! new light fixtures,fresh neutral paint,updated kitchen w/ newer appliances+granite counter tops. Main level has open concept**Beautiful refinished wood floors, rear deck (perfect for grilling) New fireplace mantel*extra closet space*Convenient to Clarendon metro*Plenty of parking,Large attic for extra storage,New HVAC** walk to Columbia Pike shopping*Show and sell!",All Days,WISE,136.0,Traditional,24-005-034,455300,0,0,1458,4512.0,1,Townhouse,1988,1800.0,22204
1102,820 POLLARD ST #806,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Drapes / Curtains, Shades / Blinds","Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Gas, Refrigerator, Washer - Front Loading",2016.0,No,2,2,0,2,ARLINGTON,2017-05-15,599900.0,2017-03-26,ARLINGTON,5076.8,Annually,3,3,0,False,Forced Air,False,Natural Gas,469000.0,Annually,Floor Plan-Open,50100.0,Annually,1,2017-03-23,599900.0,599900.0,Excl. Right,-77.10679,AR9010575,599900.0,Condo,"Assigned, Underground, Basement Garage",Residential,Open House Cancelled...Text LA with questions. Sellers have young child. Please give 1 hour notice. Seller to provide Home Warranty with Cardinal Title Group closing.,All Days,POLLARD,820.0,Traditional,14-043-267,519100,0,1,1002,5144.26,1,Hi-Rise 9+ Floors,2006,1779.0,22203
1103,5216 11TH RD N,,"Cooktop, Microwave, Dryer, Washer, Dishwasher, Disposal, Refrigerator, Oven - Wall",2016.0,No,4,3,1,3,ARLINGTON,2017-06-30,1087000.0,2017-05-03,ARLINGTON,9710.56,Annually,8,8,2,False,"Central, Zoned",False,Natural Gas,412100.0,Annually,,580800.0,Annually,3,2017-04-25,1099000.0,1099000.0,Excl. Agency,-77.12821,AR9908592,1099000.0,Fee Simple,Garage,Residential,"Wonderful Home with spacious 3 level addition!  Features open kitchen/family room, hard wood floors, master suite with new (2017) master bathroom, walk in closet, main level laundry, sun room, large flat rear yard, 1 car garage.  Walk to shops and restaurant in Westover, close to bike trails and Ballston metro.  Potential for 4th bedroom in finished lower level.",,11TH,5216.0,Colonial,09-054-008,992900,0,0,3051,9839.62,2,Detached,1994,2425.0,22205
1104,2017 KENMORE ST S,,,2016.0,No,2,1,1,3,ARLINGTON,2017-04-28,570000.0,2017-04-10,ARLINGTON,3581.44,Annually,15,15,0,False,Forced Air,False,Natural Gas,57500.0,Annually,Floor Plan-Open,308700.0,Annually,2,2017-03-27,610000.0,610000.0,Excl. Right,-77.08615,AR9897034,659000.0,Fee Simple,Drvwy/Off Str,Residential,"House Combo at CSS. Notes:  Contract offer should include both owners, Include Lot 32, TAX ID 31-010-008 & Lots 34 - 36, TAX ID 31-010-009.  Seller requests no ""due diligence"" contingencies; $5K EMD.  ""As Is"" Addendum needed.  Refrig, Stove Do not convey.",,KENMORE,2017.0,A-Frame,31-010-009,366200,0,0,1554,3629.02,1,Detached,1933,5320.0,22204
1105,4523 28TH RD S #B,"Attached Master Bathroom, Bathroom(s) - Dual Entry, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Drapery Rods, Shades / Blinds","Dishwasher, Disposal, Exhaust Fan, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked",2016.0,No,1,1,0,1,ARLINGTON,2017-04-04,246000.0,2017-04-04,ARLINGTON,2413.7,Annually,6,6,1,False,Forced Air,False,Electric,219100.0,Annually,Floor Plan-Open,27700.0,Annually,1,2017-03-29,245000.0,245000.0,Excl. Right,-77.097212967,AR9895289,245000.0,Condo,"Gen Comm Elem, Permit Required",Residential,Priced so that new owner can make upgrades to the bath and kitchen if desired!  Owner is selling as a 1031 tax deferred exchange at no cost to buyer.  VACANT SHOW ANYTIME.,All Days,28TH,4523.0,Contemporary,29-004-311,246800,0,0,673,2445.78,1,Garden 1-4 Floors,1983,,22206
1106,2817A WOODROW ST S #1,"Fireplace Screen, Shades / Blinds, Wood Floors, Attic - Finished, Attic - Floored, Attic - Stairs Pull Down, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Countertop(s) - Granite, Crown Molding, Fireplace Mantel(s), Wall to Wall Carpeting","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Washer, Refrigerator, Stove, Water Heater",2016.0,Yes,2,2,0,3,ARLINGTON,2017-04-21,563010.0,2017-04-03,ARLINGTON,4169.21,Annually,5,5,1,False,"Heat Pump(s), Forced Air",False,Electric,357700.0,Annually,"Floor Plan-Traditional, Floor Plan-Open",68600.0,Annually,3,2017-03-30,525000.0,525000.0,Excl. Right,-77.09730263899999,AR9895659,525000.0,Condo,"Unassigned, Permit Required",Residential,Offers if any due Monday by noon.,All Days,WOODROW,2817.0,Colonial,29-003-095,426300,0,1,1716,4224.6,2,Townhouse,1982,3304.0,22206
1107,203 GEORGE MASON DR #203-4,"Bathroom(s) - Ceramic Tile, Shades / Blinds, Wood Floors","Disposal, Freezer, Refrigerator, Oven / Range - Electric",2016.0,No,1,1,0,2,ARLINGTON,2017-07-31,219000.0,2017-06-19,ARLINGTON,2243.53,Annually,57,57,0,False,Radiator,False,Natural Gas,180400.0,Annually,Floor Plan-Open,49000.0,Annually,1,2017-03-24,215000.0,215000.0,Excl. Right,-77.10727,AR9896294,235000.0,Condo,"Street, Permit Required",Residential,"Wonderful 2 BR condo 10 min from Ballston. Well laid out and spacious, the unit includes remodeled kitchen, new floors, 3 brand new AC units and charming garden views.  It's a great value & so close to DC!  Newly painted & move-in ready.  FHA approved. Nice community amenities: veg garden w/plots to rent, exercise & storage. IN UNIT W/D CAN BE INSTALLED.",,GEORGE MASON,203.0,Colonial,20-027-051,229400,0,1,875,2273.34,2,Garden 1-4 Floors,1940,,22203
1108,2512 FLORIDA ST N,"Fireplace Mantel(s), Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Refrigerator, Washer, Microwave, Oven / Range - Gas",,No,2,2,0,2,ARLINGTON,2017-05-03,810000.0,2017-04-03,ARLINGTON,,,3,3,1,False,Central,False,Natural Gas,,,Floor Plan-Traditional,,,3,2017-03-31,825000.0,825000.0,Excl. Right,-77.136433674,AR9898324,825000.0,Fee Simple,Street,Residential,"Renovated Arlington charmer with arched doorways, rich hardwoods, wood burning fireplace, and a huge fenced back yard. All new kitchen, appliances, baths, windows, and HVAC. Less than 2 miles to East Falls Church Metro and 4.5 miles to DC by car. Great two Bedroom two Bath home with a lower level recreation room and a enclosed screened back porch off the living room.",All Days,FLORIDA,2512.0,Bungalow,02-073-023,0,0,0,1376,6614.0,1,Detached,1940,,22207
1109,6014 21ST ST N,"Automatic Garage Door Opener, Chair Railing, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Glass Doors, Fireplace Mantel(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Sump Pump, Vanities - Separate, Wall to Wall Carpeting, Wood Floors","Cooktop, Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven - Double, Range Hood, Refrigerator, Washer",2016.0,No,5,4,1,5,ARLINGTON,2017-05-17,1350000.0,2017-04-04,ARLINGTON,11908.13,Annually,9,9,1,False,"Forced Air, Zoned, ENERGY STAR Heating System",False,Natural Gas,693800.0,Annually,,523800.0,Annually,3,2017-03-27,1372000.0,1372000.0,Excl. Right,-77.14531,AR9897451,1372000.0,Fee Simple,Garage,Residential,"Pristine 4/5 BR 4.5BA Craftsman style home on quiet dead-end street. Light, open floor plan. Cook's delight kitchen opens to bright & cheery FR w/ Gas FP. Composite deck leads to fully fenced yard complete w/raised stone fountain and koi pond. Luxurious MBR Suite. Full fin llvl w/rec room, BR/Den, FBA and large storage room. Please leave lites as you find them. TY",,21ST,6014.0,Craftsman,11-033-059,1217600,0,0,0,12066.4,2,Detached,2010,3406.0,22205
1110,5420 19TH ST N,"Attic - Access Only, Chair Railing, Closet(s) - Walk-in, Countertop(s) - Granite, Master Bathroom - Separate Shower, Master Bedroom - Full Bathroom, Tub - Soaking, Vanities - Double, Bedroom - Entry Level, Built-in Bookcases, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Range Hood, Six Burner Stove, Stove, Washer, Oven / Range - Gas",2016.0,Yes,4,3,1,4,ARLINGTON,2017-06-29,1160000.0,2017-03-27,ARLINGTON,8786.35,Annually,4,4,1,False,Forced Air,False,Natural Gas,323400.0,Annually,Floor Plan-Open,575000.0,Annually,3,2017-03-23,1150000.0,1150000.0,Excl. Right,-77.1336,AR9894989,1150000.0,Fee Simple,"Garage, Drvwy/Off Str, Street",Residential,AGENTS: HOME IS OWNER OCCUPIED. PLEASE SCHEDULE SHOWINGS ONLINE OR CALL LA 703-930-7743. SENTRILOCK LOCKBOX ON DOOR. PLEASE REMOVE SHOES OR WEAR SHOE COVERS PROVIDED.,All Days,19TH,5420.0,Colonial,09-017-003,898400,0,1,2706,8903.12,1,Detached,1948,3017.0,22205
1111,6236 29TH ST N,"Automatic Garage Door Opener, Bedroom - Entry Level, Fireplace Glass Doors, Countertop(s) - Granite, Fireplace Mantel(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Tub - Soaking, Vanities - Double, Wood Floors, Closet(s) - Walk-in, Closet(s) - Cedar, Built-in Bookcases","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Extra Refrigerator / Freezer, Icemaker, Microwave, Oven - Double, Oven - Wall, Refrigerator, Washer",2016.0,Yes,3,3,0,4,ARLINGTON,2017-05-31,845000.0,2017-04-09,ARLINGTON,7596.13,Annually,10,10,1,False,Hydronic Radiant Floors,False,"Natural Gas, 60 or More Gallon Tank",218100.0,Annually,Floor Plan-Open,558600.0,Annually,3,2017-03-30,849900.0,849900.0,Excl. Right,-77.15411,AR9896859,849900.0,Fee Simple,"Drvwy/Off Str, Garage",Residential,"Remodeled/Expanded 4BR/3BA Stone CapeCod. Updated kitchen w/ granite & breakfast bar. Sun filled Living/ Dining room. Family/ Sunroom w/ large windows overlook stone patio & backyard. 3 main level BRs w/ full bath. Spacious MBR Suite w/built-ins & lots of closets. MBA w/ double granite vanity, shower & Kohler soaking tub. Skylights. Garage/deep. 1 mile to EFC metro. CALL ALT AGENT 2 HR PRIOR",All Days,29TH,6236.0,Cape Cod,01-029-005,776700,0,0,0,7697.08,2,Detached,1949,1117.0,22207
1112,1881 NASH ST N #301,"2 Attached Master Bathrooms, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Drapes / Curtains, Elevator, Indoor Pool, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Vanities - Double, Wood Floors, Attached Master Bathroom, Master Bedroom - Full Bathroom, Whirlpool Jets","Cooktop, Disposal, ENERGY STAR Clothes Washer, ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Icemaker, Microwave, Oven - Wall, Exhaust Fan, Refrigerator, Washer - Front Loading, Water Heater, Dishwasher, Dryer",2016.0,No,2,2,0,2,ARLINGTON,2017-04-18,1130625.0,2017-04-03,ARLINGTON,10047.97,Annually,4,4,0,False,Heat Pump(s),False,Electric,948500.0,Annually,Floor Plan-Open,78900.0,Annually,1,2017-03-30,1250000.0,1250000.0,Excl. Right,-77.073166881,AR9896772,1250000.0,Condo,Assigned,Residential,"BEAUTIFUL Sapelle Hardwd flooring, custom molding & lighting throughout sets the tone for true elegance! 2 SPACIOUS BEDRMS, BOTH  W/ PRIV BALCONY access, Master BR offers fabulous custom closets & LAVISH  LUXURY MARBLE BATH, 32 FT BALCONY - great for entertaining! DEEDED PARKING & STORAGE. TURNBERRY WORLD CLASS SERVICE & AMENITIES! CONCIERGE, VALET, HEALTH & FITNESS CENTER, SPA SERVICES & MORE!",All Days,NASH,1881.0,Transitional,16-022-017,1027400,0,0,1754,10982.88,1,Hi-Rise 9+ Floors,2009,1562.0,22209
1113,4163 FOUR MILE RUN DR #204,"Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Master Bedroom - Full Bathroom, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,1,1,0,1,ARLINGTON,2017-06-19,315000.0,2017-04-20,ARLINGTON,2979.97,Annually,27,188,0,False,Forced Air,False,Natural Gas,270700.0,Annually,Floor Plan-Open,34000.0,Annually,1,2017-03-24,312500.0,312500.0,Excl. Right,-77.09796,AR9895542,312500.0,Condo,"Unassigned, Surface, Permit Required",Residential,"Stunning, updated condo in West Village! Spacious open floor plan w/hardwood floors throughout. Freshly painted, gourmet kitchen w/SS appliances, breakfast bar, maple cabinets, & granite counters. Sizable master bedroom w/custom walk-in closet. Meander through french doors from LR onto private patio.  Huge pool, clubhouse, fitness center, business center, grill/picnic area, free shuttle to metro!",All Days,FOUR MILE RUN,4163.0,Colonial,27-007-506,304700,0,1,851,3019.56,1,Garden 1-4 Floors,2006,3970.0,22204
1114,1709 22ND CT N,,,2016.0,No,5,4,1,3,ARLINGTON,2017-05-31,1275000.0,2017-04-03,ARLINGTON,11337.95,Annually,4,4,2,False,Forced Air,True,Natural Gas,531500.0,Annually,,627800.0,Annually,4,2017-03-30,1275000.0,1275000.0,Excl. Right,-77.07840999999999,AR9901294,1275000.0,Fee Simple,"Garage, Drvwy/Off Str",Residential,"SOUGHT-AFTER PALISADES PARK TH OVERLOOKING PARKLAND, POTOMAC RIVER, KEY BRIDGE AND GEORGETOWN!  All Brick townhome with high ceilings, hardwood flooring, updated KItchen, Master Bedroom with vaulted ceiling, fireplace and spacious bath with separate jacuzzi tub and shower.  3 Bedrooms, 4.5 Bathrooms, Family Room with fireplace and 13 foot ceiling height.  2 decks!  OPEN April 2 - 1 to 4 PM",All Days,22ND,1709.0,Colonial,16-004-175,1159300,0,0,2456,11488.64,2,Townhouse,1996,1133.0,22209
1115,5610 6TH ST N,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Countertop(s) - Granite, Fireplace Glass Doors, Fireplace Mantel(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Tub - Soaking, Vanities - Double, Washer / Dryer Hookup, Wood Floors","Cooktop, Dryer, Disposal, Dishwasher, Microwave, Oven - Double, Oven - Wall, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,4,3,1,3,ARLINGTON,2017-06-02,890000.0,2017-04-13,ARLINGTON,7811.29,Annually,14,14,1,False,"Baseboard, Hot Water",False,Natural Gas,303700.0,Annually,"Floor Plan-Open, Floor Plan-Traditional",495000.0,Annually,3,2017-03-30,899900.0,899900.0,Excl. Right,-77.12738,AR9897791,899900.0,Fee Simple,Drvwy/Off Str,Residential,"Modernized cape cod, thoughtful 3-level expansion 2007 w/ample windows & built-ins. Main lvl hardwoods new 2015&16. Kitchen w/upgraded appliances, granite counters, & breakfast bar. Master suite w/spa bath, vaulted ceiling, & balcony overlooking back yard. Lower level finished flex space/rec or bed room, mudroom & storage area. Fenced & landscaped yard w/ patio. Close to parks, trails, Metro, & 66",All Days,6TH,5610.0,Cape Cod,13-036-012,798700,0,1,2800,7915.1,1,Detached,1942,1012.0,22205
1116,888 QUINCY ST #1303,"Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Wood Floors, Closet - Master Bedroom Walk-in","Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan, Icemaker, Microwave, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked",2016.0,No,1,1,0,1,ARLINGTON,2017-04-28,450000.0,2017-03-29,ARLINGTON,3941.34,Annually,6,6,0,False,Forced Air,False,Natural Gas,368000.0,Annually,Floor Plan-Open,35000.0,Annually,1,2017-03-24,449900.0,449900.0,Excl. Right,-77.10797,AR9895582,449900.0,Condo,Garage,Residential,"Enjoy dramatic skyline views from this fab Revere model in Residences at Liberty Center. Pristine hardwoods in living area. Kitchen w granite cntrs, maple cabs, stainless appliances & brkfst bar. W/D in unit. Beautiful bldg w garage parking, concierge, roof top pool w views of DC, gym. 4 blocks to Virginia Sq and Ballston Metro! Convenient to restaurants, shops, & everything N Arlington offers!",All Days,QUINCY,888.0,Contemporary,14-044-159,403000,0,1,699,3993.72,1,Hi-Rise 9+ Floors,2008,2076.0,22203
1117,1913 KEY BLVD #570,,"Oven / Range - Electric, Microwave, Dishwasher, Refrigerator",2016.0,No,1,1,0,1,ARLINGTON,2017-05-31,273750.0,2017-04-01,ARLINGTON,2696.35,Annually,9,9,0,False,Heat Pump(s),False,Natural Gas,248700.0,Annually,Floor Plan-Traditional,27000.0,Annually,1,2017-03-23,273750.0,273750.0,Excl. Right,-77.08372072899999,AR9895021,273750.0,Condo,"Drvwy/Off Str, Gen Comm Elem, Permit Required, Street, Unassigned",Residential,"Thank you in advance for scheduling online. Please, if possible, schedule the day prior to showing (doesn't have to be exactly 24 hrs). Tenant occupied with lease ending 5/31/17 or sooner, if negotiated. If investor buyer, Tenant may be willing to stay. Entire condo will be professionally painted prior to settlement, at color of buyer's choosing.",All Days,KEY,1913.0,Colonial,16-026-204,275700,0,1,627,2732.18,1,Garden 1-4 Floors,1940,,22201
