,Latitude,ListingID,Unnamed: 0,FullStreetAddress,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,CountyTax,DaysOnMarket,Fireplaces,Heating,HOA,HotWater,ImprovementAssessmentAmount,InteriorFeatures,LandAssessmentAmount,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,OriginalListPrice,Ownership,Parking,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
1128,38.89246998,AR9895773,1128,1121 ARLINGTON BLVD #604,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-09-08,145000.0,2017-07-16,1496.34,115,0,"Central, Summer / Winter Changeover",False,Oil,132400.0,Floor Plan-Traditional,20600.0,1,2017-03-24,159950.0,159950.0,Excl. Right,-77.06910756399999,165000.0,Coop,"Parking Fee, Permit Required",,ARLINGTON,1121.0,Contemporary,17-039-228,153000,0,514,1516.22,1,Hi-Rise 9+ Floors,1955,3211.0,22209
1129,38.89803,AR9899889,1129,4371 LEE HWY #303,"Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-05,207750.0,2017-04-08,1812.23,9,0,Forced Air,False,Natural Gas,162300.0,Floor Plan-Traditional,23000.0,1,2017-03-29,214000.0,214000.0,Excl. Agency,-77.11563000000002,214000.0,Condo,"Unassigned, Permit Required",,LEE,4371.0,Contemporary,07-001-204,185300,0,658,1836.3,1,Garden 1-4 Floors,1961,3251.0,22207
1130,38.88836806,AR9897589,1130,2628 FAIRFAX DR N,"Dishwasher, Disposal, Extra Refrigerator / Freezer, Icemaker, Microwave, Oven - Single, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-05-25,1195000.0,2017-04-10,9127.67,2,1,Forced Air,True,Natural Gas,458300.0,Floor Plan-Traditional,475000.0,4,2017-04-08,1195000.0,1195000.0,Excl. Right,-77.09003581,1195000.0,Fee Simple,Garage,All Days,FAIRFAX,2628.0,Colonial,18-017-026,933300,0,2448,9248.98,1,Townhouse,1989,2814.0,22201
1131,38.88841333,AR9902974,1131,2625 FAIRFAX DR,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Oven / Range - Gas, Washer",,Yes,2.5,2,1,3,ARLINGTON,2017-05-17,950000.0,2017-04-07,,2,1,Forced Air,True,Natural Gas,,Other,,3,2017-04-05,950000.0,950000.0,Excl. Right,-77.089765548,950000.0,Fee Simple,Garage,,FAIRFAX,2625.0,Colonial,18-008-030,0,1,1998,,2,Townhouse,1999,2813.0,22201
1132,38.897420000000004,AR9901211,1132,2050 CALVERT ST #106,"Dishwasher, Disposal, Dryer, Oven / Range - Electric, Refrigerator, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-02,375500.0,2017-05-03,3517.87,34,0,Forced Air,False,Electric,327100.0,Floor Plan-Open,32600.0,1,2017-03-30,375000.0,375000.0,Excl. Right,-77.09329,385000.0,Condo,Garage,All Days,CALVERT,2050.0,Contemporary,15-007-659,359700,1,906,3564.62,1,Garden 1-4 Floors,1987,4184.0,22201
1133,38.88043825,AR9899512,1133,821 WAKEFIELD ST N,"Refrigerator, Oven / Range - Gas, Oven - Double, Dishwasher, Microwave, Disposal, Washer - Front Loading, Dryer - Front Loading, Water Heater - High-Efficiency, Exhaust Fan",2016.0,No,3.5,3,1,3,ARLINGTON,2017-05-01,1095000.0,2017-03-31,8737.45,1,1,"Central, Forced Air, Programmable Thermostat",True,Natural Gas,473400.0,Floor Plan-Open,420000.0,4,2017-03-30,1105000.0,1105000.0,Excl. Right,-77.11621344,1105000.0,Fee Simple,Garage,All Days,WAKEFIELD,821.0,Contemporary,14-053-071,893400,0,2483,8853.58,2,Townhouse,2014,1517.0,22203
1134,38.92334,AR9897698,1134,3733 NELSON ST,,2016.0,Yes,3.0,3,0,4,ARLINGTON,2017-03-24,843000.0,2017-02-20,8002.0,0,1,Forced Air,False,Natural Gas,265300.0,,552900.0,2,2017-02-20,843000.0,843000.0,Modified/Excl,-77.1191,843000.0,Fee Simple,Garage,,NELSON,3733.0,Split Foyer,04-036-008,818200,0,0,8108.34,0,Detached,1959,4835.0,22207
1135,38.90977,AR9897708,1135,4339 26TH ST N,,2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-03-24,820000.0,2017-02-20,7563.85,0,1,Forced Air,False,Natural Gas,120700.0,,652700.0,2,2017-02-20,820000.0,820000.0,Modified/Excl,-77.11775,820000.0,Fee Simple,Garage,,26TH,4339.0,Rambler,03-047-116,773400,0,0,7664.38,0,Detached,1951,4103.0,22207
1136,38.90685,AR9896641,1136,2609 MILITARY RD,,2016.0,No,2.0,2,0,4,ARLINGTON,2017-05-03,819000.0,2017-03-24,7444.54,0,2,Forced Air,False,Natural Gas,170300.0,,590900.0,3,2017-03-24,819000.0,819000.0,Excl. Agency,-77.11001999999998,819000.0,Fee Simple,Garage,,MILITARY,2609.0,Cape Cod,04-011-284,761200,0,0,7543.46,1,Detached,1951,5117.0,22207
1137,38.89082835,AR9897646,1137,1615 JOHNSON ST N,"Dishwasher, Dryer, Refrigerator, Stove, Washer",2016.0,Yes,1.0,1,0,3,ARLINGTON,2017-05-17,817000.0,2017-03-27,7195.15,0,1,Central,False,Natural Gas,135700.0,Floor Plan-Traditional,600000.0,2,2017-03-27,785000.0,785000.0,Excl. Right,-77.10028,785000.0,Fee Simple,"Drvwy/Off Str, Permit Required, Street",All Days,JOHNSON,1615.0,Raised Rambler,15-041-035,735700,0,1305,7290.78,1,Detached,1953,5211.0,22201
1138,38.845890000000004,AR9897246,1138,2515 KENMORE CT,"Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Wall, Refrigerator, Washer, Water Dispenser, Water Heater",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-06-29,829500.0,2017-03-27,,13,1,Forced Air,True,Natural Gas,482200.0,,285000.0,4,2017-03-26,845900.0,845900.0,Excl. Right,-77.08511999999997,845900.0,Fee Simple,Garage,,KENMORE,2515.0,Traditional,31-033-246,767200,0,2496,7602.92,2,Townhouse,2010,2372.0,22206
1139,38.88043,AR9897448,1139,820 POLLARD ST #206,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2.0,2,0,3,ARLINGTON,2017-05-31,750000.0,2017-04-06,6798.08,7,0,"Heat Pump(s), Forced Air",False,Electric,620000.0,Floor Plan-Open,75100.0,1,2017-03-30,763000.0,763000.0,Excl. Right,-77.10679,763000.0,Condo,Garage,All Days,POLLARD,820.0,Contemporary,14-043-171,695100,1,1502,6888.42,1,Mid-Rise 5-8 Floors,2006,1776.0,22203
1140,38.89835,AR9901051,1140,3209 23RD ST N,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-05-04,775000.0,2017-04-03,6850.89,3,3,Radiator,False,Natural Gas,125500.0,,575000.0,4,2017-04-01,774400.0,774400.0,Excl. Right,-77.09954,774400.0,Fee Simple,Unassigned,All Days,23RD,3209.0,Cottage,05-060-006,700500,0,0,6941.94,1,Detached,1915,4308.0,22201
1141,38.83965259,AR9897631,1141,2888 BUCHANAN ST #A1,,2016.0,No,2.0,2,0,1,ARLINGTON,2017-07-28,360000.0,2017-06-26,3411.26,72,0,Forced Air,False,Electric,314700.0,Floor Plan-Traditional,34100.0,2,2017-04-15,369900.0,369900.0,Excl. Right,-77.100765686,374900.0,Condo,Gen Comm Elem,,BUCHANAN,2888.0,Colonial,29-007-733,348800,1,1422,3456.6,1,Garden 1-4 Floors,1944,1346.0,22206
1142,38.83684,AR9906964,1142,4605 31ST RD S #A1,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Stove, Washer, Water Heater",2016.0,No,2.0,2,0,1,ARLINGTON,2017-05-08,423000.0,2017-04-09,3663.59,0,0,"Central, Heat Pump(s)",False,Electric,326300.0,Floor Plan-Open,48300.0,2,2017-04-09,422900.0,422900.0,Excl. Right,-77.09388,422900.0,Condo,"Permit Required, Unassigned",All Days,31ST,4605.0,Traditional,29-018-772,374600,0,1708,3712.26,0,Garden 1-4 Floors,1944,1619.0,22206
1143,38.86588,AR9899189,1143,122 WOODROW ST,"Microwave, Dishwasher, Dryer, Washer, Washer / Dryer - Stacked, Disposal, Refrigerator, Water Heater, Oven / Range - Gas, Exhaust Fan, Range Hood",2016.0,Yes,4.0,4,0,4,ARLINGTON,2017-06-09,800000.0,2017-04-12,6840.84,8,1,Forced Air,False,Natural Gas,279400.0,"Floor Plan-Traditional, Floor Plan-Open",410900.0,3,2017-04-05,799995.0,799995.0,Excl. Right,-77.11192,799995.0,Fee Simple,"Paved Driveway, Street",,WOODROW,122.0,Colonial,23-004-037,690300,1,0,6840.84,2,Detached,1947,1311.0,22204
1144,38.89988674,AR9898564,1144,5727 28TH ST N,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater",,Yes,5.0,4,2,5,ARLINGTON,2017-10-25,1510695.0,2017-07-14,,108,1,90% Forced Air,False,Natural Gas,,Floor Plan-Open,,3,2017-03-28,1499950.0,1499950.0,Excl. Right,-77.146245374,1529500.0,Fee Simple,"Garage, Detached",All Days,28TH,5727.0,Prairie,99999999,0,0,4506,,1,Detached,2017,,22207
1145,38.86718,AR9901402,1145,15 ABINGDON ST S,"Dishwasher, Disposal, Dryer, Oven / Range - Electric, Microwave, Refrigerator, Washer, Water Heater",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-06-02,690000.0,2017-05-18,5265.16,43,2,Forced Air,True,Electric,226300.0,Floor Plan-Open,305000.0,3,2017-04-05,699900.0,699900.0,Excl. Right,-77.11188,699900.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,ABINGDON,15.0,Split Level,23-004-069,531300,0,0,5265.16,2,Townhouse,1968,1328.0,22204
1146,38.89985289,AR9899749,1146,5723 28TH ST N,"Dishwasher, Disposal, Microwave, Oven - Double, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater",,Yes,5.0,4,2,5,ARLINGTON,2017-12-20,1594655.0,2017-08-23,,148,1,90% Forced Air,False,Natural Gas,,Floor Plan-Open,,3,2017-03-29,1559500.0,1559500.0,Excl. Right,-77.14612615,1559500.0,Fee Simple,"Attached, Garage Door Opener, Garage",All Days,28TH,5723.0,Prairie,0000000000000,0,0,4919,,1,Detached,2017,,22207
1147,38.870509999999996,AR9901401,1147,4531 HENDERSON RD N,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,1.5,1,1,3,ARLINGTON,2017-06-16,721250.0,2017-04-11,6286.88,7,0,Forced Air,False,Natural Gas,119400.0,Floor Plan-Traditional,515000.0,3,2017-04-05,693750.0,693750.0,Excl. Right,-77.11236,693750.0,Fee Simple,"Street, Drvwy/Off Str","Thursday, Sunday, Saturday, Monday, Friday, Tuesday",HENDERSON,4531.0,Colonial,13-048-031,634400,1,0,6286.88,2,Detached,1941,2707.0,22203
1148,38.84314269,AR9900506,1148,2592E ARLINGTON MILL DR S #5,"Dishwasher, Disposal, Icemaker, Microwave, Refrigerator, Stove, Washer / Dryer - Stacked, Water Heater",2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-17,274000.0,2017-04-17,2400.99,11,1,Heat Pump(s),False,Electric,220600.0,Floor Plan-Traditional,24900.0,1,2017-04-06,278500.0,278500.0,Excl. Right,-77.094287836,278500.0,Condo,"Gen Comm Elem, Permit Required, Unassigned",All Days,ARLINGTON MILL,2592.0,Colonial,29-003-830,245500,1,622,2432.88,2,Garden 1-4 Floors,1983,,22206
1149,38.85139217,AR9901341,1149,4133 FOUR MILE RUN DR #D,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Stove, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-06-09,445000.0,2017-04-15,4171.17,15,0,Heat Pump(s),False,Electric,375800.0,Floor Plan-Open,50700.0,1,2017-03-31,449000.0,449000.0,Excl. Right,-77.097620908,454990.0,Condo,"Permit Required, Gen Comm Elem",,FOUR MILE RUN,4133.0,Colonial,27-007-709,426500,0,1267,4226.6,1,Patio Home,1966,3999.0,22204
1150,38.88067,AR9897994,1150,831 WAKEFIELD ST N,,2016.0,No,4.5,4,1,3,ARLINGTON,2017-06-02,985000.0,2017-05-01,8737.45,32,0,"Central, ENERGY STAR Heating System, Zoned",True,Natural Gas,473400.0,,420000.0,4,2017-03-31,985000.0,985000.0,Excl. Right,-77.11636999999997,1015000.0,Fee Simple,Garage,,WAKEFIELD,831.0,Colonial,14-053-066,893400,0,2483,8853.58,1,Townhouse,2014,,22203
1151,38.89718,AR9903344,1151,1111 19TH ST N #1707,"Washer, Dryer, Microwave, Dishwasher, Disposal, Refrigerator, Icemaker, Oven / Range - Gas, Washer - Front Loading",2016.0,No,2.5,2,1,2,ARLINGTON,2017-08-14,750000.0,2017-07-11,8127.18,99,0,Forced Air,False,Natural Gas,775600.0,Floor Plan-Open,55400.0,1,2017-03-31,799900.0,799900.0,Excl. Right,-77.06969000000002,864900.0,Condo,"Underground, Assigned, Garage",All Days,19TH,1111.0,Contemporary,16-018-046,831000,0,1232,8883.38,2,Hi-Rise 9+ Floors,2008,1723.0,22209
1152,38.92361,AR9899403,1152,4306 39TH ST N,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,Yes,2.5,2,1,4,ARLINGTON,2017-06-05,999000.0,2017-04-09,8221.07,3,2,Forced Air,False,Natural Gas,240600.0,"Floor Plan-Traditional, Floor Plan-Open",600000.0,3,2017-04-03,999000.0,999000.0,Excl. Right,-77.13065,999000.0,Fee Simple,Garage,All Days,39TH,4306.0,Colonial,03-067-018,840600,1,0,8330.32,2,Detached,1957,4606.0,22207
1153,38.91574,AR9898120,1153,4657 DITTMAR RD,"Dishwasher, Disposal, Oven - Wall, Microwave, Oven / Range - Electric, Range Hood, Refrigerator, Six Burner Stove, Stove",2016.0,Yes,6.5,6,1,6,ARLINGTON,2017-05-25,2300000.0,2017-03-27,,0,2,Forced Air,False,Natural Gas,236700.0,Floor Plan-Open,782800.0,3,2017-03-27,2350000.0,2350000.0,Excl. Right,-77.13134000000002,2295000.0,Fee Simple,"Garage, Drvwy/Off Str",,DITTMAR,4657.0,Craftsman,03-038-013,1019500,0,6714,10103.22,1,Detached,2017,4350.0,22207
1154,38.85472,AR9898139,1154,4600 FOUR MILE RUN DR #1020,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-31,164900.0,2017-04-21,1683.14,7,0,Central,False,Natural Gas,139000.0,Floor Plan-Traditional,33100.0,1,2017-04-07,164900.0,164900.0,Excl. Right,-77.10704,164900.0,Condo,Assigned,All Days,FOUR MILE RUN,4600.0,Colonial,28-034-881,172100,0,828,1705.48,2,Hi-Rise 9+ Floors,1965,3566.0,22204
1155,38.859190000000005,AR9913895,1155,750 DICKERSON ST #306,"Cooktop, Dishwasher, Disposal, Microwave, Oven - Wall",2016.0,No,1.0,1,0,2,ARLINGTON,2017-06-30,155000.0,2017-05-30,1694.87,50,0,Hot Water,True,Natural Gas,132500.0,Floor Plan-Traditional,40800.0,1,2017-04-12,170000.0,170000.0,Excl. Right,-77.11524,180000.0,Condo,Gen Comm Elem,,DICKERSON,750.0,Contemporary,22-001-323,173300,1,1020,1717.38,1,Mid-Rise 5-8 Floors,1961,2971.0,22204
1156,38.89756,AR9905147,1156,2527 JEFFERSON ST N,"Dishwasher, Disposal, Exhaust Fan, Microwave, Oven - Double, Oven - Self Cleaning, Oven - Wall, Refrigerator, Icemaker, Washer - Front Loading, Dryer - Front Loading, Stove",2016.0,No,4.5,4,1,5,ARLINGTON,2017-06-16,1505000.0,2017-04-30,13657.77,23,1,Forced Air,False,"Natural Gas, 60 or More Gallon Tank",821500.0,Floor Plan-Open,575000.0,3,2017-04-07,1535000.0,1535000.0,Excl. Right,-77.14154,1535000.0,Fee Simple,"Drvwy/Off Str, Garage, Faces Front, Garage Door Opener, Attached",,JEFFERSON,2527.0,Craftsman,02-053-012,1396500,1,4562,13839.3,1,Detached,2011,1447.0,22207
1157,38.90745,AR9898282,1157,4030 27TH ST N,"Cooktop, Dishwasher, Disposal, Dryer, Oven - Wall, Washer, Refrigerator, Extra Refrigerator / Freezer",2016.0,Yes,4.0,4,0,6,ARLINGTON,2017-05-17,1118597.0,2017-04-16,,21,4,Forced Air,False,Natural Gas,336200.0,Floor Plan-Open,590900.0,2,2017-03-27,1175000.0,1175000.0,Excl. Right,-77.10488000000002,1175000.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,27TH,4030.0,Rambler,04-040-012,927100,0,4444,9187.54,2,Detached,1964,5207.0,22207
1158,38.90214915,AR9898878,1158,2323 UTAH ST,"Disposal, Dishwasher, Microwave, Refrigerator",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-06-12,695000.0,2017-05-10,6593.68,22,1,Forced Air,False,Natural Gas,116200.0,Floor Plan-Traditional,558000.0,2,2017-04-18,739000.0,739000.0,Excl. Right,-77.11776371100001,739000.0,Fee Simple,"Garage, Drvwy/Off Str",All Days,UTAH,2323.0,Raised Rambler,05-028-016,674200,0,1064,6681.3,1,Detached,1953,4027.0,22207
1159,38.89320371,AR9898478,1159,1723 TROY ST N #8-406,"Disposal, ENERGY STAR Refrigerator, ENERGY STAR Dishwasher, Exhaust Fan, Icemaker, Oven / Range - Electric",2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-30,292500.0,2017-05-03,2696.35,8,0,Forced Air,False,Natural Gas,248700.0,Floor Plan-Traditional,27000.0,1,2017-03-27,295000.0,295000.0,Excl. Right,-77.082041779,293000.0,Condo,"Permit Required, Unassigned",All Days,TROY,1723.0,Traditional,16-031-081,275700,0,627,2732.18,2,Garden 1-4 Floors,1940,,22201
1160,38.85857481,AR9899181,1160,1400 EDGEWOOD ST S #536,"Dishwasher, Disposal, Dryer, Washer, Refrigerator, Icemaker, Washer / Dryer - Stacked, Oven / Range - Gas",2016.0,No,1.0,1,0,1,ARLINGTON,2017-04-21,313000.0,2017-04-01,2878.25,2,1,"Forced Air, Heat Pump(s)",False,Electric,260500.0,Floor Plan-Open,33800.0,2,2017-03-30,310000.0,310000.0,Excl. Right,-77.08559656,310000.0,Condo,"Permit Required, Unassigned",All Days,EDGEWOOD,1400.0,Traditional,32-014-536,294300,0,844,2916.48,1,Townhouse,1939,4900.0,22204
1161,38.89728,AR9898762,1161,2630 JOHN MARSHALL DR N,"Dishwasher, Dryer, Exhaust Fan, Oven / Range - Gas, Microwave, Refrigerator, Washer, Water Heater",2016.0,No,2.0,2,0,3,ARLINGTON,2017-05-08,670000.0,2017-04-08,6016.66,10,1,Forced Air,False,Natural Gas,56600.0,Floor Plan-Traditional,558600.0,2,2017-03-30,680000.0,680000.0,Excl. Right,-77.14903000000002,680000.0,Fee Simple,Drvwy/Off Str,All Days,JOHN MARSHALL,2630.0,Rambler,01-053-010,615200,0,0,6096.6,1,Detached,1952,1241.0,22207
1162,38.87602954,AR9899864,1162,705 FLORIDA ST,"Dishwasher, Disposal, Extra Refrigerator / Freezer, Icemaker, Microwave, Oven - Wall, Range Hood, Refrigerator, Oven / Range - Gas, Washer, Water Heater, Dryer",2016.0,Yes,6.5,6,1,6,ARLINGTON,2017-10-06,1450000.0,2017-09-14,13487.6,169,3,Forced Air,False,Natural Gas,849400.0,Floor Plan-Open,529700.0,3,2017-03-29,1495000.0,1495000.0,Excl. Right,-77.12356258199999,1585000.0,Fee Simple,Garage,All Days,FLORIDA,705.0,Colonial,13-030-003,1379100,1,6595,13666.86,2,Detached,2005,1105.0,22205
1163,38.869279999999996,AR9901193,1163,4501 ARLINGTON BLVD #626,"Dishwasher, Disposal, Stove, Refrigerator",2016.0,No,1.0,1,0,1,ARLINGTON,2017-08-31,189000.0,2017-07-24,2086.07,116,0,Heat Pump(s),False,Natural Gas,184600.0,Floor Plan-Traditional,28700.0,1,2017-03-30,189000.0,189000.0,Modified/Excl,-77.10876,219900.0,Condo,Surface,All Days,ARLINGTON,4501.0,Colonial,20-026-190,213300,1,819,2113.78,1,Mid-Rise 5-8 Floors,1965,2778.0,22203
1164,38.89282,AR9899250,1164,4413 18TH ST N,"Dishwasher, Disposal, Dryer, Microwave, Stove, Refrigerator, Washer",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-04-25,905000.0,2017-03-30,7425.95,1,1,Radiator,False,Natural Gas,218900.0,Floor Plan-Traditional,540400.0,3,2017-03-29,885000.0,885000.0,Excl. Right,-77.11528,885000.0,Fee Simple,Garage,All Days,18TH,4413.0,Cape Cod,07-022-010,759300,1,2719,7524.64,1,Detached,1936,2311.0,22207
1165,38.90593,AR9902288,1165,4612 27TH ST N,"Dishwasher, Disposal, Dryer - Front Loading, Extra Refrigerator / Freezer, Microwave, Refrigerator, Six Burner Stove, Washer, Water Heater",2017.0,Yes,3.0,3,0,4,ARLINGTON,2017-05-19,954010.0,2017-04-04,,4,2,Forced Air,False,Natural Gas,199400.0,Floor Plan-Traditional,640000.0,2,2017-03-31,949000.0,949000.0,Excl. Right,-77.12385,949000.0,Fee Simple,Garage,All Days,27TH,4612.0,Rambler,03-047-159,839400,1,2903,8046.92,2,Detached,1953,4112.0,22207
1166,38.86513,AR9899718,1166,3827 6TH ST S,"Dishwasher, Dryer, Icemaker, Oven / Range - Gas, Washer, Extra Refrigerator / Freezer, Range Hood",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-06-09,830000.0,2017-04-05,5846.48,6,0,Forced Air,False,Natural Gas,149700.0,Floor Plan-Traditional,448100.0,3,2017-03-30,825000.0,825000.0,Excl. Right,-77.0993,825000.0,Fee Simple,"Drvwy/Off Str, Garage",,6TH,3827.0,Arts & Crafts,23-015-010,597800,1,1950,5924.18,1,Detached,1949,1619.0,22204
1167,38.89634,AR9900991,1167,2100 LEE HWY #303,"Dishwasher, Disposal, Dryer, Exhaust Fan, Oven / Range - Electric, Range Hood, Refrigerator, Washer",2016.0,No,1.5,1,1,2,ARLINGTON,2017-05-25,400000.0,2017-05-03,3732.05,28,0,Heat Pump(s),False,Electric,347600.0,Floor Plan-Open,34000.0,1,2017-04-06,400000.0,400000.0,Excl. Right,-77.083937415,410000.0,Condo,Garage,All Days,LEE,2100.0,Traditional,16-026-355,381600,0,944,3781.64,3,Mid-Rise 5-8 Floors,1987,3556.0,22201
1168,38.903890000000004,AR9901469,1168,2525 NELSON ST,"Dishwasher, Disposal, Icemaker, Oven / Range - Gas, Refrigerator, Water Heater - Tankless",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-06-30,1400000.0,2017-05-28,12981.97,60,2,Forced Air,False,Tankless Water Heater,,Floor Plan-Traditional,685000.0,3,2017-03-30,1399900.0,1399900.0,Excl. Right,-77.10112,1600000.0,Fee Simple,"Carport, Garage",,NELSON,2525.0,Contemporary,04-011-031,685000,0,3087,13154.52,2,Detached,1950,5029.0,22207
1169,38.8577,AR9899245,1169,801 GREENBRIER ST S #408,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-05-10,365500.0,2017-04-03,3551.12,4,0,Central,True,Natural Gas,327100.0,"Flat, Loft, Floor Plan-Open",36000.0,1,2017-03-30,389999.0,389999.0,Excl. Right,-77.11918,389999.0,Condo,Assigned,All Days,GREENBRIER,801.0,Contemporary,22-003-095,363100,0,1325,3598.3,1,Garden 1-4 Floors,2005,2733.0,22204
1170,38.90679,AR9901375,1170,3830 26TH ST. N,,,No,4.5,4,1,5,ARLINGTON,2017-06-01,1850000.0,2017-04-06,,7,1,Forced Air,False,Natural Gas,,Floor Plan-Open,,3,2017-03-30,1799000.0,1799000.0,Excl. Right,-77.10544,1799000.0,Fee Simple,Garage,All Days,26TH ST.,3830.0,Craftsman,04-017-017,0,0,6826,,2,Detached,2012,,22207
1171,38.879220000000004,AR9899367,1171,5944 10TH RD N,,2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-05-12,765000.0,2017-04-03,6319.84,3,1,Forced Air,False,Natural Gas,161200.0,,485000.0,3,2017-03-31,749900.0,749900.0,Excl. Right,-77.14165,749900.0,Fee Simple,"Drvwy/Off Str, Street",All Days,10TH,5944.0,Colonial,12-013-008,646200,0,0,6403.82,1,Detached,1947,1635.0,22205
1172,38.89555,AR9901409,1172,2209 19TH CT N,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Gas, Refrigerator, Icemaker, Washer - Front Loading",2016.0,No,3.5,3,1,4,ARLINGTON,2017-05-18,1155000.0,2017-04-06,9280.24,7,1,Forced Air,True,Natural Gas,548900.0,Floor Plan-Open,400000.0,3,2017-03-30,1179000.0,1179000.0,Excl. Right,-77.08712,1179000.0,Fee Simple,Garage,All Days,19TH,2209.0,Traditional,15-023-036,948900,1,2131,9403.58,2,Townhouse,2012,3551.0,22201
1173,38.85887381,AR9904795,1173,5070 7TH RD S #102,"Disposal, Dishwasher, Refrigerator, Oven / Range - Gas, Water Heater, Microwave",2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-19,200000.0,2017-04-08,1773.11,4,0,Forced Air,False,Natural Gas,152900.0,Floor Plan-Open,28400.0,1,2017-04-05,200000.0,200000.0,Excl. Right,-77.116980788,209000.0,Condo,"Unassigned, Permit Required",All Days,7TH,5070.0,Contemporary,22-001-612,181300,0,811,1796.66,1,Garden 1-4 Floors,1969,2542.0,22204
1174,38.88491011,AR9902528,1174,1114 TAYLOR ST #C,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-05-30,740000.0,2017-05-01,6389.27,32,1,Heat Pump(s),False,Electric,589500.0,Floor Plan-Traditional,63800.0,3,2017-03-31,749000.0,749000.0,Excl. Right,-77.113372915,749000.0,Condo,"Assigned, Street",,TAYLOR,1114.0,Colonial,14-019-028,653300,0,1530,6474.18,1,Garden 1-4 Floors,1980,,22201
1175,38.88823,AR9900334,1175,1301 COURTHOUSE RD #810,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Electric, Refrigerator, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-05-31,528000.0,2017-04-09,4740.37,10,0,"Forced Air, Heat Pump(s)",False,Natural Gas,439000.0,Floor Plan-Open,45700.0,1,2017-03-30,534800.0,534800.0,Excl. Right,-77.08352,534800.0,Condo,Garage,All Days,COURTHOUSE,1301.0,Contemporary,17-016-054,484700,1,1143,4803.36,2,Hi-Rise 9+ Floors,1983,2503.0,22201
1176,38.88062297,AR9900349,1176,820 POLLARD ST #511,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Stove, Washer, Washer - Front Loading",2016.0,No,2.0,2,0,2,ARLINGTON,2017-04-27,625000.0,2017-04-04,5219.59,7,0,Forced Air,False,Natural Gas,479000.0,Floor Plan-Open,54700.0,1,2017-03-30,629800.0,629800.0,Excl. Right,-77.106800729,629800.0,Condo,Garage,,POLLARD,820.0,Contemporary,14-043-224,533700,1,1094,5288.96,2,Hi-Rise 9+ Floors,2006,1777.0,22203
